listing_id,url,price_egp,location_text,type,ownership,area_sqm,bedrooms,bathrooms,furnished,payment_option,completion_status,amenities,amenities_count,city,district,price_per_sqm
502935644,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-immediate-delivery-fully-finished-at-a-special-price-in-north-expansions-ID502935644.html,4400000.0,"Northern Expansions, 6th of October",Apartment,Primary,165.0,3.0,3.0,No,Cash,Ready,Private Garden|Balcony|Built in Kitchen Appliances|Covered Parking|Pets Allowed|Pool,6,,6th of October,26666.666666666668
503175064,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-160-sq-m-in-smouha-zaki-ragab-street-ID503175064.html,6000000.0,"Smoha, Alexandria",Apartment,Resale,160.0,3.0,2.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Natural Gas,5,Alexandria,Smoha,37500.0
503172645,https://www.dubizzle.com.eg/en/ad/open-view-of-the-plaza-price-includes-kitchen-cabinets-apartment-for-sale-220-m-new-smouha-smouha-start-compound-ID503172645.html,5550000.0,"New Smouha, Smoha",Apartment,Resale,220.0,5.0,3.0,No,Cash,Ready,,0,,Smoha,25227.272727272728
503183948,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-300-m2-120-m2-roof-smouha-next-to-pharos-university-ID503183948.html,8500000.0,"Smoha, Alexandria",Apartment,Resale,300.0,4.0,3.0,No,Installment,Ready,Security|Electricity Meter|Water Meter|Balcony|Natural Gas,5,Alexandria,Smoha,28333.333333333332
503175553,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-madinaty-fully-furnished-with-appliances-ready-for-immediate-move-in-remaining-installments-to-be-completed-ID503175553.html,7500000.0,"Madinaty, Cairo",Apartment,Resale,131.0,3.0,2.0,Yes,Installment,Ready,Private Garden|Electricity Meter|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6,Cairo,Madinaty,57251.908396946565
502264805,https://www.dubizzle.com.eg/en/ad/direct-from-owner-apartment-for-sale-in-madinaty-b14-142-sqm-north-facing-prime-wide-garden-view-ID502264805.html,12900000.0,"Madinaty, Cairo",Apartment,Resale,142.0,3.0,2.0,No,Cash or Installment,Off-plan,Private Garden|Security|Electricity Meter|Covered Parking|Built in Kitchen Appliances|Pool,6,Cairo,Madinaty,90845.07042253521
502972778,https://www.dubizzle.com.eg/en/ad/fully-finished-apartment-65sqm-for-sale-in-badya-compound-october-launch-price-with-12-year-installments-one-of-palm-hills-prime-projects-ID502972778.html,6500000.0,"Badya Palm Hills Compound, 6th of October",Apartment,Primary,65.0,1.0,1.0,No,Cash or Installment,Off-plan,Electricity Meter|Water Meter|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6,,6th of October,100000.0
204484651,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-150m-with-installments-in-the-finest-location-in-south-s-al-maqtoum-al-hadaaba-al-ulya-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-150%D9%85-%D8%A8%D8%A7%D9%84%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-%D8%A8%D8%A3%D8%B1%D9%82%D9%89-%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D8%AC%D9%86%D9%88%D8%A8-%D8%B3-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D9%85-%D8%A7%D9%84%D9%87%D8%B6%D8%A8%D8%A9-%D8%A7%D9%84%D8%B9%D9%84%D9%8A%D8%A7-ID204484651.html,4300000.0,"Al Hadaba Al Olya, Mokattam",Apartment,Primary,150.0,3.0,2.0,Unknown,Installment,Off-plan,,0,,Mokattam,28666.666666666668
502875958,https://www.dubizzle.com.eg/en/ad/unique-basement-for-sale-in-jasmine-villas-new-cairo-ID502875958.html,3500000.0,"El Yasmeen 8, 5th Settlement",Apartment,Primary,225.0,1.0,1.0,No,Cash or Installment,Off-plan,Private Garden|Electricity Meter,2,,5th Settlement,15555.555555555555
501982670,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-125-m2-sporting-luxor-street-ID501982670.html,4500000.0,"Sporting, Alexandria",Apartment,Resale,125.0,3.0,2.0,No,Cash,Ready,Water Meter|Natural Gas|Electricity Meter,3,Alexandria,Sporting,36000.0
503204975,https://www.dubizzle.com.eg/en/ad/at-the-lowest-price-on-the-market-for-quick-sale-the-lowest-price-is-243-m2-fully-finished-in-mountain-view-chill-out-october-amiz-mountain-view-proj-ID503204975.html,10500000.0,"Mountain View Chillout Park Compound, 6th of October",Penthouse,Resale,167.0,3.0,3.0,No,Cash,Ready,Private Garden|Security|Electricity Meter|Balcony|Pets Allowed|Pool,6,,6th of October,62874.251497005986
503088312,https://www.dubizzle.com.eg/en/ad/apartment-3-bedrooms-ready-to-move-with-the-lowest-price-open-view-landscape-prime-location-in-palm-hills-new-cairo-ID503088312.html,9250000.0,"Palm Hills New Cairo Compound, 5th Settlement",Apartment,Resale,166.0,3.0,3.0,No,Installment,Ready,Water Meter|Covered Parking|Built in Kitchen Appliances|Landline|Pets Allowed|Natural Gas,6,,5th Settlement,55722.89156626506
503006001,https://www.dubizzle.com.eg/en/ad/ready-to-move-resale-fully-finished-apartment-with-the-lowest-price-in-the-market-for-quick-sale-in-mountain-view-hyde-park-ID503006001.html,8500000.0,"Mountain View Hyde Park Compound, 5th Settlement",Apartment,Primary,133.0,2.0,2.0,No,Cash,Ready,,0,,5th Settlement,63909.77443609023
207255462,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%81%D8%B1%D8%B5%D8%A9-%D8%B9%D8%B8%D9%8A%D9%85%D8%A9-%D9%84%D8%B9%D8%B1%D9%88%D8%B3%D9%8A%D9%86-%D9%84%D8%AF%D9%88%D8%A7%D8%B9%D9%8A-%D8%A7%D9%84%D8%B3%D9%81%D8%B1-%D9%83%D9%85%D8%A8%D8%A7%D9%88%D9%86%D8%AF-%D8%A7%D9%84%D9%85%D8%B9%D9%85%D9%88%D8%B1%D9%87-%D8%B3%D8%AA%D8%A7%D8%B1-ID207255462.html,1200000.0,"Maamoura, Alexandria",Apartment,Primary,120.0,3.0,1.0,No,Cash,Ready,,0,Alexandria,Maamoura,10000.0
503193596,https://www.dubizzle.com.eg/en/ad/for-sale-at-the-finest-locations-in-6th-of-october-ID503193596.html,8500000.0,"Kafr Abdo, Alexandria",Duplex,Resale,185.0,3.0,2.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Landline|Natural Gas,6,Alexandria,Kafr Abdo,45945.94594594595
503184346,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-135m-miami-off-alexander-ibrahim-street-ID503184346.html,3700000.0,"Miami, Alexandria",Apartment,Resale,135.0,3.0,2.0,No,Cash,Ready,Water Meter|Natural Gas|Electricity Meter,3,Alexandria,Miami,27407.40740740741
503203744,https://www.dubizzle.com.eg/en/ad/for-sale-immediate-occupancy-at-the-lowest-price-3-bedroom-apartment-installment-payments-remaining-in-kayan-compound-ID503203744.html,8000000.0,"Kayan, 6th of October",Apartment,Resale,130.0,3.0,2.0,No,Installment,Ready,Private Garden|Security|Electricity Meter|Water Meter|Balcony|Natural Gas,6,,6th of October,61538.46153846154
205265770,https://www.dubizzle.com.eg/en/ad/apartment-225-m-in-grand-city-compound-zahraa-al-maadi-near-carrefour-ID205265770.html,7150000.0,"Maadi Grand City, Zahraa Al Maadi",Apartment,Resale,225.0,3.0,2.0,No,Cash or Installment,Ready,Electricity Meter|Water Meter|Balcony|Landline|Natural Gas|Elevator,6,,Zahraa Al Maadi,31777.777777777777
502975656,https://www.dubizzle.com.eg/en/ad/your-chance-to-buy-an-apartment-in-r8-in-the-new-administrative-capital-luxury-design-and-integrated-services-dejoya-4-ID502975656.html,10069920.0,"De Joya 4, R8",Apartment,Primary,190.0,3.0,3.0,No,Cash,Off-plan,Private Garden|Security|Balcony|Covered Parking|Pets Allowed|Pool,6,,R8,52999.57894736842
503173787,https://www.dubizzle.com.eg/en/ad/a-luxurious-apartment-for-sale-in-the-officers-housing-mustafa-kemal-buildings-open-view-ID503173787.html,4500000.0,"Moustafa kamel, Sidi Gaber",Apartment,Resale,116.0,2.0,1.0,Unknown,Cash,Ready,,0,,Sidi Gaber,38793.10344827586
503200766,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-a-prime-location-in-the-heart-of-hadayek-october-with-a-distinctive-view-overlooking-the-landscape-ID503200766.html,3800000.0,"Hadayek October, Giza",Apartment,Primary,120.0,2.0,2.0,No,Installment,Off-plan,Private Garden|Security|Electricity Meter|Balcony|Covered Parking|Pets Allowed,6,Giza,Hadayek October,31666.666666666668
503207060,https://www.dubizzle.com.eg/en/ad/rooftop-apartment-for-sale-in-al-banafseg-villas-semi-finished-at-a-bargain-price-ID503207060.html,5094500.0,"El Banafseg 9, 1st Settlement",Roof,Resale,200.0,3.0,2.0,Unknown,Cash,Ready,,0,,1st Settlement,25472.5
502636842,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-185%D9%85-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%84%D8%B9%D8%B4%D8%A7%D9%82-%D9%85%D9%8A%D8%A7%D9%85%D9%89-%D8%AE%D8%B7%D9%88%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D9%8845-%D8%B9%D9%84%D9%89-%D9%86%D8%A7%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D8%B4%D9%82%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%B9%D8%A7%D9%84%D8%B4%D8%A7%D8%B1%D8%B9-%D9%84%D9%85%D8%AD%D8%A8%D9%8A-%D8%A7%D9%84%D8%A5%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-%D9%88%D8%A7%D9%84%D8%B1%D9%82%D9%89-ID502636842.html,4500000.0,"Miami, Alexandria",Apartment,Primary,185.0,3.0,2.0,No,Cash,Ready,,0,Alexandria,Miami,24324.324324324323
503205537,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-ready-for-occupancy-within-6-months-in-a-prime-location-in-the-heart-of-hadayek-october-ID503205537.html,9180000.0,"Hadayek October, Giza",Apartment,Primary,290.0,3.0,3.0,No,Installment,Off-plan,Water Meter|Electricity Meter,2,Giza,Hadayek October,31655.172413793105
503037597,https://www.dubizzle.com.eg/en/ad/ready-to-move-very-prime-location-view-water-feature-apartment-for-sale-in-la-vista-el-patio-oro-compound-new-cairo-ID503037597.html,9000000.0,"EL Patio ORO Compound, 5th Settlement",Apartment,Primary,174.0,3.0,3.0,No,Cash,Ready,Private Garden|Electricity Meter|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6,,5th Settlement,51724.137931034486
502856791,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-344-%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB%D8%A9-%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%8A-%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8-%D9%85%D9%86-%D9%83%D8%A7%D8%B1%D9%81%D9%88%D8%B1-%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%8A-ID502856791.html,9400000.0,"El Mearag City, Zahraa Al Maadi",Apartment,Resale,344.0,4.0,3.0,No,Cash,Ready,,0,,Zahraa Al Maadi,27325.581395348836
503207184,https://www.dubizzle.com.eg/en/ad/prime-sale-opportunity-in-madinaty-b7-phase-ID503207184.html,7500000.0,"Madinaty, Cairo",Apartment,Resale,96.0,2.0,2.0,Yes,Cash,Ready,Water Meter|Natural Gas|Landline|Electricity Meter,4,Cairo,Madinaty,78125.0
503205471,https://www.dubizzle.com.eg/en/ad/with-installment-of-5-thousand-pounds-per-month-a-stunning-two-bedroom-apartment-with-a-bathroom-in-new-october-city-payable-in-installments-over-12-years-ID503205471.html,8000000.0,"Nyoum October Compound, 6th of October",Apartment,Primary,108.0,2.0,1.0,No,Cash or Installment,Off-plan,Private Garden|Security|Balcony|Covered Parking|Pets Allowed|Pool,6,,6th of October,74074.07407407407
503179734,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-180-m2-in-latin-quarter-steps-from-fouad-street-ID503179734.html,8500000.0,"Latin District, Raml Station",Apartment,Resale,180.0,3.0,2.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Natural Gas,5,,Raml Station,47222.22222222222
503204435,https://www.dubizzle.com.eg/en/ad/half-price-apartment-immediate-delivery-fully-finished-in-garden-city-compound-directly-in-front-of-the-iconic-tower-in-the-capital-see-now-ID503204435.html,5016000.0,"New Garden City, New Capital City",Apartment,Primary,146.0,3.0,2.0,No,Cash or Installment,Ready,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6,,New Capital City,34356.16438356164
502616224,https://www.dubizzle.com.eg/en/ad/apartment-204-m-in-tajan-2-compound-zahraa-el-maadi-near-wadi-el-dalga-club-ID502616224.html,4500000.0,"Tijan 2, Zahraa Al Maadi",Apartment,Resale,204.0,3.0,3.0,No,Cash,Ready,Water Meter|Natural Gas|Landline|Electricity Meter,4,,Zahraa Al Maadi,22058.823529411766
503198969,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-new-giza-196m-carnell-ID503198969.html,20900000.0,"New Giza Compound, 6th of October",Apartment,Resale,196.0,3.0,3.0,No,Cash,Ready,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6,,6th of October,106632.6530612245
503206601,https://www.dubizzle.com.eg/en/ad/luxury-penthouse-for-sale-resale-in-lake-view-new-cairo-ID503206601.html,31500000.0,"Lake view Residence Compound, 5th Settlement",Apartment,Resale,298.0,4.0,5.0,Yes,Cash,Ready,Private Garden|Security|Balcony|Built in Kitchen Appliances|Covered Parking|Pets Allowed,6,,5th Settlement,105704.69798657719
503085284,https://www.dubizzle.com.eg/en/ad/for-sale-an-apartment-on-installments-up-to-10-years-with-an-upfront-payment-starting-from-5-in-the-heart-of-sheikh-zayed-car-for-sale-ID503085284.html,3550000.0,"Sheikh Zayed, Giza",Apartment,Primary,74.0,1.0,1.0,No,Installment,Off-plan,Security|Balcony|Covered Parking|Pets Allowed|Pool,5,Giza,Sheikh Zayed,47972.97297297297
502915473,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-90-sq-m-net-stanley-steps-from-the-sea-ID502915473.html,4500000.0,"Stanley, Alexandria",Apartment,Resale,90.0,2.0,1.0,No,Cash,Ready,Water Meter|Natural Gas|Elevator|Electricity Meter,4,Alexandria,Stanley,50000.0
205385665,https://www.dubizzle.com.eg/en/ad/for-sale-a-flat-in-the-best-locations-of-sidi-bishr-on-khaled-ben-walid-street-main-ID205385665.html,3250000.0,"Sidi Beshr, Alexandria",Apartment,Primary,107.0,2.0,1.0,No,Cash,Ready,Water Meter|Elevator|Electricity Meter,3,Alexandria,Sidi Beshr,30373.831775700935
503072637,https://www.dubizzle.com.eg/en/ad/down-payment-egp-4-million-remaining-balance-payable-in-installments-over-8-years-ID503072637.html,10757000.0,"ZED West Compound, Sheikh Zayed",Apartment,Resale,108.0,2.0,1.0,No,Installment,Ready,,0,,Sheikh Zayed,99601.85185185185
503207160,https://www.dubizzle.com.eg/en/ad/own-a-serviced-apartment-in-zed-west-5-dp-ID503207160.html,10750000.0,"ZED West Compound, Sheikh Zayed",Hotel Apartment,Primary,80.0,1.0,1.0,Unknown,Installment,Off-plan,Private Garden|Electricity Meter|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6,,Sheikh Zayed,134375.0
207274098,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%A1%D9%A6%D9%A5-%D9%85%D8%AA%D8%B1-%D9%85%D8%B5%D8%B7%D9%81%D9%8A-%D9%83%D8%A7%D9%85%D9%84-%D8%B7%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D8%AD%D8%B1%D9%8A%D9%87-%D8%A7%D9%84%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D9%87-ID207274098.html,4500000.0,"Roushdy, Alexandria",Apartment,Resale,165.0,2.0,2.0,Unknown,Cash,Ready,Security|Electricity Meter|Water Meter|Natural Gas|Elevator,5,Alexandria,Roushdy,27272.727272727272
503207690,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-at-zed-towers-very-prime-location-ID503207690.html,20900000.0,"ZED West Compound, Sheikh Zayed",Apartment,Resale,168.0,3.0,3.0,Yes,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Natural Gas,5,,Sheikh Zayed,124404.76190476191
503197837,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-a-prime-location-fully-finished-in-sodic-east-heliopolis-offered-at-a-special-price-ID503197837.html,9800000.0,"Sodic East, New Heliopolis",Apartment,Primary,125.0,2.0,2.0,No,Cash,Ready,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6,,New Heliopolis,78400.0
207146110,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9-%D9%85%D9%8A%D8%A7%D9%85%D9%8A-ID207146110.html,4500000.0,"Miami, Alexandria",Apartment,Resale,160.0,3.0,2.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Landline|Natural Gas,6,Alexandria,Miami,28125.0
502979077,https://www.dubizzle.com.eg/en/ad/for-sale-in-sheikh-zayed-the-most-distinguished-neighborhood-elevated-ground-in-the-ninth-district-200-m-35-m-garden-3-bedrooms-1-master-dressing-room-kids-room-3-bathrooms-panoramic-view-on-h-ID502979077.html,8000000.0,"9th District, Sheikh Zayed",Apartment,Resale,200.0,3.0,3.0,No,Cash,Ready,,0,,Sheikh Zayed,40000.0
503198631,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-el-khamael-compound-phase-two-el-hadaba-sheikh-zayed-ID503198631.html,6500000.0,"El Khamayel Compound, Sheikh Zayed",Apartment,Resale,172.0,3.0,3.0,No,Cash,Ready,Electricity Meter|Water Meter|Balcony|Covered Parking|Pets Allowed|Natural Gas,6,,Sheikh Zayed,37790.6976744186
503049892,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-rock-vera-compound-3-bedrooms-and-3-bathrooms-semi-finished-immediate-occupancy-at-an-unbeatable-price-and-ready-for-viewing-ID503049892.html,14500000.0,"Rock Vera Compound, 5th Settlement",Apartment,Primary,198.0,3.0,3.0,No,Cash,Ready,Private Garden|Security|Balcony|Covered Parking|Pets Allowed|Pool,6,,5th Settlement,73232.32323232324
502666339,https://www.dubizzle.com.eg/en/ad/apartment-135-sqm-88-sqm-garden-in-the-eleventh-district-in-sheikh-zayed-city-ID502666339.html,3750000.0,"11th District, Sheikh Zayed",Apartment,Resale,223.0,2.0,2.0,No,Cash,Ready,Water Meter|Natural Gas|Landline|Electricity Meter,4,,Sheikh Zayed,16816.143497757846
503177626,https://www.dubizzle.com.eg/en/ad/fully-finished-ultra-super-lux-apartment-in-a-compound-in-new-cairos-fifth-settlement-with-an-open-view-overlooking-the-landscape-and-lagoons-ID503177626.html,6000000.0,"5th Settlement, New Cairo",Apartment,Primary,164.0,3.0,2.0,No,Cash,Ready,Private Garden|Electricity Meter|Water Meter|Natural Gas|Pool,5,,New Cairo,36585.365853658535
502799110,https://www.dubizzle.com.eg/en/ad/apartment-60-m-in-a-neom-compound-in-october-ID502799110.html,2400000.0,"Nyoum October Compound, 6th of October",Apartment,Resale,60.0,1.0,1.0,No,Cash,Ready,,0,,6th of October,40000.0
503205944,https://www.dubizzle.com.eg/en/ad/apartment-1-bedroom-fully-finished-in-hyde-park-ID503205944.html,7300000.0,"Hyde Park New Cairo Compound, 5th Settlement",Apartment,Primary,75.0,1.0,2.0,No,Cash or Installment,Off-plan,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6,,5th Settlement,97333.33333333333
502963785,https://www.dubizzle.com.eg/en/ad/apartment-for-rent-at-palm-beach-beachfront-near-amenities-excellent-residential-location-with-all-services-included-ID502963785.html,840000.0,"Nakheel, Alexandria",Apartment,Primary,90.0,2.0,1.0,No,Cash,Ready,Pets Allowed|Water Meter|Landline|Electricity Meter,4,Alexandria,Nakheel,9333.333333333334
503084996,https://www.dubizzle.com.eg/en/ad/hotel-apartment-for-sale-in-a-prime-location-fully-finished-inside-2o5-compound-by-arkan-palm-sheikh-zayed-ID503084996.html,6500000.0,"Arkan Palm 205, Sheikh Zayed",Hotel Apartment,Resale,171.0,2.0,2.0,Unknown,Cash,Off-plan,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6,,Sheikh Zayed,38011.695906432746
503071293,https://www.dubizzle.com.eg/en/ad/ground-floor-apartment-with-a-garden-1735-square-meters64-square-meters-of-living-space-3-bedrooms-and-3-bathrooms-semi-finished-in-beit-al-watn-ID503071293.html,6240000.0,"Beit Al Watan, 5th Settlement",Apartment,Primary,174.0,3.0,3.0,No,Cash,Ready,Pets Allowed|Private Garden|Security|Covered Parking,4,,5th Settlement,35862.06896551724
503088988,https://www.dubizzle.com.eg/en/ad/for-sale-fully-finished-140-sqm-apartment-with-a-garden-located-near-el-geish-street-in-one-of-the-most-prime-areas-of-hadayek-al-ahram-ready-to-move-ID503088988.html,3700000.0,"Hadayek al-Ahram, Giza",Apartment,Resale,140.0,3.0,2.0,Unknown,Cash,Ready,Private Garden|Security|Central A/C & heating|Balcony|Covered Parking|Pets Allowed,6,Giza,Hadayek al-Ahram,26428.571428571428
503183664,https://www.dubizzle.com.eg/en/ad/100-sqm-apartment-for-sale-al-maamoura-beach-next-to-the-armed-forces-club-price-4000000-million-ID503183664.html,4000000.0,"Maamoura, Alexandria",Apartment,Resale,100.0,3.0,1.0,No,Cash,Ready,,0,Alexandria,Maamoura,40000.0
503201591,https://www.dubizzle.com.eg/en/ad/for-immediate-viewing-the-cheapest-studio-apartment-in-front-of-the-egyptian-museum-daily-dollar-exchange-rates-apply-installment-payment-options-a-ID503201591.html,3700000.0,"Pyramids Wales Compound, 6th of October",Studio,Primary,57.0,1.0,1.0,No,Cash or Installment,Off-plan,Security|Electricity Meter|Balcony|Covered Parking|Pets Allowed|Pool,6,,6th of October,64912.28070175439
503186329,https://www.dubizzle.com.eg/en/ad/apartment-for-resale-135-sqm-smouha-orouba-skyline-ID503186329.html,6180000.0,"Orouba Skyline, Smoha",Apartment,Resale,135.0,3.0,2.0,No,Installment,Off-plan,Security|Electricity Meter|Water Meter|Balcony|Natural Gas,5,,Smoha,45777.77777777778
503179939,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-145m-sidi-basha-sah-ID503179939.html,4500000.0,"Sidi Beshr, Alexandria",Apartment,Resale,145.0,3.0,1.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Natural Gas|Elevator,6,Alexandria,Sidi Beshr,31034.48275862069
503086641,https://www.dubizzle.com.eg/en/ad/apartment-110-sqm-for-sale-in-wujoud-compound-new-cairo-at-launch-price-with-installments-up-to-12-years-near-hyde-park-and-mivida-ID503086641.html,5094500.0,"5th Settlement, New Cairo",Apartment,Primary,110.0,2.0,2.0,No,Cash or Installment,Off-plan,Security|Electricity Meter|Water Meter|Built in Kitchen Appliances|Natural Gas|Pool,6,,New Cairo,46313.63636363636
502993446,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-191-sqm-grand-view-compound-ID502993446.html,11250000.0,"Grand View, Smoha",Apartment,Resale,191.0,3.0,2.0,Yes,Cash,Ready,Electricity Meter|Water Meter|Balcony|Built in Kitchen Appliances|Natural Gas|Elevator,6,,Smoha,58900.523560209425
503200615,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-a-prime-location-in-the-heart-of-hadayek-october-with-a-distinctive-view-overlooking-the-landscape-ID503200615.html,5000000.0,"Hadayek October, Giza",Apartment,Primary,186.0,3.0,3.0,No,Installment,Off-plan,Private Garden|Security|Electricity Meter|Balcony|Covered Parking|Pets Allowed,6,Giza,Hadayek October,26881.720430107525
503205788,https://www.dubizzle.com.eg/en/ad/ready-to-move-fully-finished-apartment-with-garden-2br-for-sale-in-palm-parks-palm-hills-next-to-the-crown-6th-of-october-giza-ID503205788.html,11000000.0,"Palm Parks Compound, 6th of October",Apartment,Resale,153.0,2.0,2.0,Yes,Cash,Ready,Private Garden|Central A/C & heating|Maids Room|Balcony|Built in Kitchen Appliances|Covered Parking,6,,6th of October,71895.4248366013
503178133,https://www.dubizzle.com.eg/en/ad/apartment-semi-finished-for-sale-in-via-compound-eagles-zayed-ID503178133.html,9320000.0,"Via, Sheikh Zayed",Apartment,Primary,152.0,3.0,3.0,No,Cash or Installment,Off-plan,Private Garden|Security|Central A/C & heating|Balcony|Covered Parking|Pets Allowed,6,,Sheikh Zayed,61315.78947368421
503197920,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-178-sq-m-alex-west-installments-over-6-years-ID503197920.html,9734882.0,"Alex West, Agami",Apartment,Resale,178.0,3.0,3.0,No,Installment,Ready,Private Garden|Security|Electricity Meter|Water Meter|Balcony|Natural Gas,6,,Agami,54690.348314606745
503206883,https://www.dubizzle.com.eg/en/ad/125-sqm-apartment-in-dorra-el-obour-project-2nd-district-ready-to-move-ID503206883.html,1900000.0,"Obour City, Cairo",Apartment,Resale,125.0,3.0,2.0,No,Cash,Ready,,0,Cairo,Obour City,15200.0
503033262,https://www.dubizzle.com.eg/en/ad/apartments-floor-repeated-in-gardenia-heights-new-cairo-premium-price-per-meter-17500-area-120-square-meters-ID503033262.html,2800000.0,"Gardenia Heights, 5th Settlement",Apartment,Primary,120.0,2.0,1.0,No,Cash,Ready,,0,,5th Settlement,23333.333333333332
207121683,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%A1%D9%A3%D9%A0-%D9%85%D8%AA%D8%B1-%D8%A7%D8%A8%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%B7%D8%A7%D8%B4-ID207121683.html,2350000.0,"Al Bitash, Agami",Apartment,Resale,130.0,2.0,1.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Covered Parking|Natural Gas,6,,Agami,18076.923076923078
503200312,https://www.dubizzle.com.eg/en/ad/resale-lowest-price-garden-3-beds-double-view-direct-lake-view-mountain-view-i-city-october-ID503200312.html,8000000.0,"Mountain View iCity Compound, 6th of October",Apartment,Resale,160.0,3.0,3.0,No,Installment,Ready,,0,,6th of October,50000.0
503205906,https://www.dubizzle.com.eg/en/ad/immediate-delivery-prime-location-best-price-per-square-meter-ID503205906.html,4300000.0,"Beit Al Watan, 5th Settlement",Apartment,Primary,150.0,3.0,2.0,No,Cash or Installment,Ready,,0,,5th Settlement,28666.666666666668
503182836,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-al-khumail-compound-first-residence-extremely-finishing-immediate-delivery-3-bedrooms-2-bathrooms-kitchen-and-large-reception-near-services-and-gates-a-very-distinguished-location-ID503182836.html,6000000.0,"El Khamayel Compound, Sheikh Zayed",Apartment,Primary,145.0,3.0,2.0,No,Cash,Ready,Private Garden|Security|Central A/C & heating|Maids Room|Balcony|Covered Parking,6,,Sheikh Zayed,41379.31034482759
