listing_id,url,price_egp,location_text,type,ownership,area_sqm,bedrooms,bathrooms,furnished,payment_option,completion_status,amenities,amenities_count
502799226,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-130-%D9%85-%D9%81%D9%8A-%D9%83%D9%85%D8%A8%D9%88%D9%86%D8%AF-%D9%88%D8%A7%D8%AD%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%AD%D8%A7%D9%86-%D9%81%D9%8A-%D8%AD%D8%AF%D8%A7%D8%A6%D9%82-%D8%A3%D9%83%D8%AA%D9%88%D8%A8%D8%B1-ID502799226.html,6210000.0,"Wahet El Ryhan, Hadayek October",Apartment,Resale,130.0,3.0,2.0,Yes,Cash,Ready,,0
503050166,https://www.dubizzle.com.eg/en/ad/new-listing-in-sawary-compound-apartment-for-sale-200-sq-m-141-sq-m-roof-terrace-sawary-compound-behind-carrefour-city-center-ID503050166.html,14500000.0,"Sawari, Moharam Bik",Apartment,Primary,341.0,4.0,3.0,,Installment,Off-plan,,0
503202039,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-a-prime-location-in-al-thawra-al-khadra-with-a-distinctive-view-of-the-landscape-ID503202039.html,7350000.0,"Green Revolution Compound, Sheikh Zayed",Apartment,Primary,118.0,2.0,2.0,No,Installment,Off-plan,Private Garden|Security|Electricity Meter|Water Meter|Balcony|Pets Allowed,6
502995179,https://www.dubizzle.com.eg/en/ad/super-lux-apartment-for-sale-between-haram-and-faisal-130-sq-m-in-a-modern-tower-ID502995179.html,1880000.0,"Haram, Giza",Apartment,Primary,130.0,3.0,2.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Landline|Pets Allowed,6
503087162,https://www.dubizzle.com.eg/en/ad/300m2-duplex-with-garden-for-sale-featuring-distinctive-finishes-and-renovations-ID503087162.html,30000000.0,"Uptown Cairo, Mokattam",Duplex,Resale,300.0,3.0,3.0,No,Cash,Ready,,0
502979276,https://www.dubizzle.com.eg/en/ad/own-an-apartment-with-an-open-view-overlooking-green-spine-in-palm-hills-ID502979276.html,14500000.0,"Palm Hills Alexandria, Amreya",Apartment,Primary,168.0,3.0,3.0,No,Installment,Off-plan,Security|Electricity Meter|Water Meter|Covered Parking|Natural Gas,5
503200826,https://www.dubizzle.com.eg/en/ad/for-sale-apartment-with-down-payment-10-in-aprime-location-sheikh-zayed-near-to-elnady-elahly-ID503200826.html,6900000.0,"Genista Compound, Sheikh Zayed",Apartment,Primary,158.0,3.0,3.0,No,Cash or Installment,Off-plan,Private Garden|Security|Electricity Meter|Covered Parking|Pets Allowed|Pool,6
503083140,https://www.dubizzle.com.eg/en/ad/apartment-in-modon-golf-town-project-with-installments-up-to-15-years-in-the-heart-of-new-cairo-ID503083140.html,5700000.0,"Golf Town, 6th Settlement",Apartment,Primary,70.0,1.0,1.0,No,Cash,Off-plan,Private Garden|Security|Central A/C & heating|Covered Parking|Built in Kitchen Appliances|Pool,6
503089017,https://www.dubizzle.com.eg/en/ad/penthouse-for-sale-fully-finished-ready-to-move-in-mountain-view-hyde-park-fifth-settlement-near-the-american-university-auc-new-cairo-ID503089017.html,13700000.0,"Mountain View Hyde Park Compound, 5th Settlement",Penthouse,Resale,169.0,3.0,3.0,,Cash,Ready,Water Meter|Natural Gas|Landline|Electricity Meter,4
503170806,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-166-meters-sawary-lake-and-landscape-view-price-egp-9462000-ID503170806.html,11250000.0,"Sawari, Moharam Bik",Apartment,Primary,166.0,3.0,2.0,No,Cash or Installment,Ready,Private Garden|Security|Electricity Meter|Water Meter|Balcony|Natural Gas,6
503080653,https://www.dubizzle.com.eg/en/ad/resale-4-bedroom-apartment-in-belle-vie-remain-installments-1-year-delivery-ID503080653.html,18000000.0,"Belle Vie Compound, Sheikh Zayed",Apartment,Resale,188.0,4.0,4.0,Yes,Cash or Installment,Off-plan,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6
503103857,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-110-sq-m-in-smouha-off-mostafa-kamel-street-judges-division-ID503103857.html,4500000.0,"Smoha, Alexandria",Apartment,Resale,110.0,2.0,1.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Covered Parking|Natural Gas,6
503201994,https://www.dubizzle.com.eg/en/ad/lowest-price-per-meter-best-view-overlooking-the-plaza-apartment-for-sale-in-sawary-ID503201994.html,8500000.0,"Sawari, Moharam Bik",Apartment,Primary,171.0,3.0,3.0,No,Cash,Off-plan,Water Meter|Security|Covered Parking|Electricity Meter,4
503201112,https://www.dubizzle.com.eg/en/ad/in-the-heart-of-zayed-a-minute-from-hyper-one-al-ahly-club-and-mall-of-arabia-an-apartment-in-riza-with-an-advance-of-589-thousand-pounds-ID503201112.html,7350000.0,"Riza, Sheikh Zayed",Apartment,Primary,155.0,3.0,2.0,No,Cash or Installment,Off-plan,Private Garden|Security|Balcony|Covered Parking|Pets Allowed|Pool,6
503207599,https://www.dubizzle.com.eg/en/ad/apartment-200-m2-in-north-el-rehab-fifth-settlement-new-cairo-ID503207599.html,6500000.0,"North Rehab, 1st Settlement",Apartment,Resale,200.0,3.0,3.0,No,Cash or Installment,Ready,,0
503197166,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-on-el-boulevard-axis-mountain-view-october-icity-ID503197166.html,6210000.0,"Mountain View iCity Compound, 6th of October",Apartment,Primary,115.0,2.0,2.0,No,Cash,Off-plan,Private Garden|Balcony|Built in Kitchen Appliances|Covered Parking|Pets Allowed|Pool,6
503074248,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-sidi-bishr-150-sqm-el-eissawy-st-ID503074248.html,4500000.0,"Sidi Beshr, Alexandria",Apartment,Resale,150.0,3.0,1.0,No,Cash,Ready,Water Meter|Natural Gas|Electricity Meter,3
502798424,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-170m-in-somoha-ID502798424.html,6000000.0,"Smoha, Alexandria",Apartment,Resale,170.0,3.0,2.0,No,Cash,Ready,Water Meter|Natural Gas|Electricity Meter,3
503207076,https://www.dubizzle.com.eg/en/ad/in-prime-location-beside-al-rehab-city-5dp-up-to-10y-ID503207076.html,12900000.0,"Jayd Compound, 5th Settlement",Apartment,Primary,150.0,3.0,3.0,No,Installment,Ready,Private Garden|Electricity Meter|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6
503068228,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-110m-stanly-ID503068228.html,4500000.0,"Stanley, Alexandria",Apartment,Resale,110.0,2.0,1.0,,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Landline|Natural Gas,6
502926412,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-207-%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D8%B4%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%8A-%D9%81%D9%8A-%D8%B2%D9%87%D8%B1%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%8A-%D8%A8%D8%AC%D9%88%D8%A7%D8%B1-%D9%83%D9%85%D8%A8%D9%88%D9%86%D8%AF-%D9%81%D8%A7%D9%84%D9%8A%D8%B1%D9%8A%D8%A7-ID502926412.html,7150000.0,"El Mearag City, Zahraa Al Maadi",Apartment,Resale,207.0,3.0,3.0,No,Cash,Ready,,0
503046613,https://www.dubizzle.com.eg/en/ad/apartment-169-sqm-for-sale-in-o-west-october-compound-introductory-price-10year-installment-plan-o-views-phase-direct-on-the-oasis-road-5-dp-ID503046613.html,20900000.0,"O West Compound, 6th of October",Apartment,Primary,169.0,3.0,3.0,No,Cash or Installment,Off-plan,Electricity Meter|Water Meter|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6
503206490,https://www.dubizzle.com.eg/en/ad/two-bedroom-apartment-for-sale-in-compound-in-new-october-city-at-the-initial-offering-price-ID503206490.html,2550000.0,"New October, 6th of October",Apartment,Primary,105.0,2.0,1.0,No,Installment,Off-plan,Private Garden|Security|Electricity Meter|Water Meter|Balcony|Natural Gas,6
503206821,https://www.dubizzle.com.eg/en/ad/cheapest-apartment-with-prime-view-for-sale-in-zed-west-el-sheikh-zayed-ID503206821.html,9320000.0,"ZED West Compound, Sheikh Zayed",Apartment,Resale,100.0,2.0,2.0,,Cash,Ready,Covered Parking|Built in Kitchen Appliances|Electricity Meter,3
503207347,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-o-west-with-flexible-installment-over-10-years-starting-from-79-million-pounds-ID503207347.html,10500000.0,"O West Compound, 6th of October",Apartment,Primary,121.0,2.0,2.0,No,Installment,Off-plan,Pets Allowed|Pool|Security,3
502981481,https://www.dubizzle.com.eg/en/ad/residential-apartment-for-sale-160-sqm-in-camp-chizar-steps-to-the-sea-ID502981481.html,6000000.0,"Camp Caesar, Alexandria",Apartment,Resale,160.0,3.0,2.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Landline|Natural Gas,6
503085523,https://www.dubizzle.com.eg/en/ad/to-achieve-dollar-return-own-a-57m-studio-with-installment-near-the-grand-egyptian-museum-pyramids-wells-compound-ID503085523.html,3700000.0,"Pyramids Wales Compound, 6th of October",Studio,Primary,57.0,1.0,1.0,No,Cash or Installment,Ready,Electricity Meter|Balcony|Covered Parking|Pets Allowed|Pool,5
503204165,https://www.dubizzle.com.eg/en/ad/penthouse-for-sale-in-ashgar-city-compound-hadayek-october-fully-finished-ID503204165.html,2900700.0,"Ashgar City Compound, 6th of October",Penthouse,Resale,90.0,2.0,1.0,No,Cash,Ready,Pets Allowed|Private Garden|Security|Covered Parking,4
503064548,https://www.dubizzle.com.eg/en/ad/luxury-130m-ground-floor-apt-ultra-super-lux-prime-gated-community-ID503064548.html,5200000.0,"Dar Misr, Sheikh Zayed",Apartment,Resale,130.0,3.0,2.0,Yes,Cash,Ready,Private Garden|Security|Electricity Meter|Water Meter|Balcony|Natural Gas,6
503205452,https://www.dubizzle.com.eg/en/ad/by-installments-fully-finished-apartment-90m-for-sale-in-palm-parks-palm-hills-next-to-the-crown-6th-of-october-al-wahat-road-giza-ID503205452.html,8000000.0,"Palm Parks Compound, 6th of October",Apartment,Resale,90.0,1.0,1.0,Yes,Installment,Ready,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6
502706273,https://www.dubizzle.com.eg/en/ad/%D9%84%D8%B3%D8%B1%D8%B9%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9-%D8%B4%D9%82%D8%A9-125%D9%85-%D9%81%D9%8A-%D9%82%D9%84%D8%A8-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D9%88%D9%86-%D8%A7%D9%82%D9%84-%D8%AA%D9%88%D8%AA%D8%A7%D9%84-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%A7%D8%B1%D9%83%D8%AA-%D9%88%D8%A7%D9%85%D9%8A%D8%B2-%D9%84%D9%88%D9%83%D9%8A%D8%B4%D9%86-%D9%81%D9%8A-%D9%83%D9%85%D8%A8%D9%88%D9%86%D8%AF-%D9%85%D8%A7%D9%88%D9%86%D8%AA%D9%86-%D9%81%D9%8A%D9%88-%D8%A7%D9%8A-%D8%B3%D9%8A%D8%AA%D9%8A-%D8%A7%D9%83%D8%AA%D9%88%D8%A8%D8%B1-ID502706273.html,6900000.0,"Mountain View iCity Compound, 6th of October",Apartment,Resale,125.0,2.0,2.0,No,Cash or Installment,Off-plan,Security|Electricity Meter|Water Meter|Balcony|Pets Allowed|Pool,6
207252757,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%83%D9%88%D9%85%D8%A8%D9%88%D9%86%D8%AF-%D9%83%D9%8A%D9%86%D8%AC-%D8%B3%D9%8A%D8%AA%D9%89-%D8%A7%D9%85%D8%A7-%D9%88%D8%A7%D8%AD%D9%87-%D8%AE%D8%B7%D8%A7%D8%A8-%D8%A8%D8%AC%D9%88%D8%A7%D8%B1-%D9%83%D8%A7%D8%B1%D9%81%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%88%D9%87-%D8%A8%D9%A5-%D8%AF%D9%82%D8%A7%D9%8A%D9%82-ID207252757.html,5000000.0,"Lake Side, Borg al-Arab",Apartment,Resale,130.0,3.0,2.0,No,Cash or Installment,Ready,Private Garden|Security|Balcony|Covered Parking|Pets Allowed|Pool,6
503012925,https://www.dubizzle.com.eg/en/ad/a-distinctive-220-sqm-apartment-for-sale-in-the-cleopatra-area-alexandria-featuring-open-views-directly-overlooking-the-sea-ID503012925.html,14500000.0,"Cleopatra, Alexandria",Apartment,Resale,220.0,3.0,2.0,,Cash,Ready,,0
503203867,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-118-sq-m-smouha-marouj-compound-down-payment-egp-550000-delivery-2026-sea-view-open-view-ID503203867.html,6000000.0,"Murooj, Smoha",Apartment,Primary,118.0,3.0,2.0,,Installment,Ready,,0
502854145,https://www.dubizzle.com.eg/en/ad/apartment-136m-in-gnaykalis-steps-from-abu-qir-ID502854145.html,3700000.0,"Gianaclis, Alexandria",Apartment,Resale,136.0,3.0,2.0,No,Cash,Ready,Security|Electricity Meter|Balcony|Natural Gas|Elevator,5
503201814,https://www.dubizzle.com.eg/en/ad/a-great-opportunity-apartment-for-sale-next-to-mountain-view-chill-out-park-with-installments-over-7-years-108-sqm-apartment-in-neom-compound-with-ID503201814.html,8000000.0,"Nyoum October Compound, 6th of October",Apartment,Primary,108.0,2.0,2.0,No,Cash or Installment,Off-plan,Private Garden|Security|Balcony|Covered Parking|Pets Allowed|Pool,6
503071441,https://www.dubizzle.com.eg/en/ad/3-bedroom-3-bathroom-apartment-for-sale-in-beit-al-watan-8th-district-semi-finished-ready-for-immediate-occupancy-and-viewing-ID503071441.html,6500000.0,"Beit Al Watan, 5th Settlement",Apartment,Primary,203.0,3.0,3.0,No,Cash,Ready,Private Garden|Security|Balcony|Covered Parking|Pets Allowed|Elevator,6
503205397,https://www.dubizzle.com.eg/en/ad/for-quick-sale-an-apartment-at-a-bargain-price-ready-for-immediate-handover-finished-with-ac-units-in-fifth-square-compound-al-marasem-in-fifth-se-ID503205397.html,12900000.0,"Fifth Square Compound, 5th Settlement",Apartment,,160.0,3.0,3.0,,Cash,Ready,,0
503199131,https://www.dubizzle.com.eg/en/ad/fully-finished-apartment-in-a-prime-location-at-hyde-park-new-cairo-ID503199131.html,12900000.0,"Hyde Park New Cairo Compound, 5th Settlement",Apartment,Primary,116.0,2.0,2.0,No,Cash or Installment,Ready,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6
503068634,https://www.dubizzle.com.eg/en/ad/224-sqm2-landscape-view-directly-on-el-hurriya-road-close-to-carrefour-and-all-services-third-district-al-shorouk-city-ID503068634.html,5016000.0,"Shorouk City, Cairo",Apartment,Primary,224.0,3.0,3.0,No,Cash or Installment,Ready,Private Garden|Electricity Meter|Balcony|Covered Parking|Pets Allowed|Natural Gas,6
503176261,https://www.dubizzle.com.eg/en/ad/fully-finished-apartment-in-a-prime-location-ready-for-occupancy-in-2026-with-installments-available-over-5-years-in-marvel-al-marasem-sheikh-zayed-ID503176261.html,13772200.0,"Mar Ville New Zayed, Sheikh Zayed",Apartment,Resale,189.0,3.0,3.0,No,Installment,Off-plan,Private Garden|Electricity Meter|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6
502997991,https://www.dubizzle.com.eg/en/ad/great-opportunity-for-sale-in-mahram-bek-165m-apartment-by-tram-head-on-%D9%81%D8%B1%D8%B5%D8%A9-%D8%B9%D8%B8%D9%8A%D9%85%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D9%85%D8%AD%D8%B1%D9%85-%D8%A8%D9%83-%D8%B4%D9%82%D8%A9-165%D9%85-%D8%B9%D9%84%D9%8A-%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D9%85-%D8%B1%D8%A7%D8%B3%D8%A7-ID502997991.html,6000000.0,"Moharam Bik, Alexandria",Apartment,Resale,165.0,3.0,1.0,No,Cash,Ready,Security|Maids Room|Balcony|Built in Kitchen Appliances|Covered Parking|Pets Allowed,6
503200113,https://www.dubizzle.com.eg/en/ad/open-view-apartment-in-the-heart-of-fifth-settlement-for-sale-prime-layout-next-to-mivida-and-hyde-park-minutes-from-the-american-university-ID503200113.html,2700000.0,"The Icon Residence Compound, 5th Settlement",Apartment,Primary,110.0,2.0,1.0,No,Cash,Off-plan,Private Garden|Security|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6
503207575,https://www.dubizzle.com.eg/en/ad/zahraa-nasr-city-prime-location-ID503207575.html,2000000.0,"Zahraa Madinat Nasr, Nasr City",Apartment,Resale,96.0,3.0,1.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Landline|Natural Gas,5
503205487,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-115-sqm-prime-location-in-hyde-park-new-cairo-own-now-ID503205487.html,12900000.0,"Hyde Park New Cairo Compound, 5th Settlement",Apartment,Resale,115.0,2.0,3.0,,Cash,Ready,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6
502384884,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-165-m2-louran-off-el-eqbal-ID502384884.html,6000000.0,"Laurent, Alexandria",Apartment,Resale,165.0,3.0,2.0,No,Cash,Ready,,0
502771976,https://www.dubizzle.com.eg/en/ad/lowest-price-2-bedrooms-ready-to-move-overlooking-the-club-house-in-mountain-view-i-city-attractive-price-with-down-payment-and-installments-ID502771976.html,6500000.0,"Mountain View iCity Compound, 5th Settlement",Apartment,Resale,135.0,2.0,2.0,No,Installment,Ready,,0
502581160,https://www.dubizzle.com.eg/en/ad/half-price-apartment-for-sale-132-square-meters-3-rooms-minutes-from-the-fifth-settlement-in-sarai-ID502581160.html,5016000.0,"Sarai, Mostakbal City",Apartment,Primary,132.0,3.0,2.0,,Cash,Ready,,0
502789788,https://www.dubizzle.com.eg/en/ad/for-sale-117m-apartment-on-the-lagoon-in-o-west-6-october-ID502789788.html,10500000.0,"O West Compound, 6th of October",Apartment,Resale,117.0,2.0,2.0,No,Cash or Installment,Off-plan,Security|Pool|Private Garden|Balcony,4
503200764,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-105-m-rushdi-rushdi-pasha-street-brand-tower-price-3150000-million-ID503200764.html,3700000.0,"Roushdy, Alexandria",Apartment,Resale,105.0,2.0,1.0,No,Cash,Ready,,0
503174670,https://www.dubizzle.com.eg/en/ad/apartment-facing-%D8%A8%D8%AD%D8%B1-the-arabic-%D8%B4%D9%82%D8%A9-%D9%88%D8%A7%D8%AC%D9%87-%D8%A8%D8%AD%D8%B1%D9%89-%D9%85%D8%AF%D8%AE%D9%84-%D8%AE%D8%A7%D8%B5-%D8%B4%D8%A7%D8%B1%D8%B910-%D9%81%D9%89-%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9-ID503174670.html,590000.0,"Nakheel, Alexandria",Apartment,Primary,75.0,1.0,1.0,No,Cash,Ready,,0
502952059,https://www.dubizzle.com.eg/en/ad/fully-finished-apartment-with-garden-for-sale-in-a-prime-location-in-sheikh-zayedin-karmell-sodic-near-beverly-hills-ID502952059.html,4800000.0,"Karmell Compound, Sheikh Zayed",Apartment,Primary,125.0,2.0,2.0,No,Cash,Ready,Private Garden|Electricity Meter|Covered Parking|Built in Kitchen Appliances|Pets Allowed|Pool,6
503079008,https://www.dubizzle.com.eg/en/ad/lowest-price-apartment-200-meters-in-al-patio-oro-fifth-settlement-minutes-from-90th-street-ID503079008.html,9500000.0,"EL Patio ORO Compound, 5th Settlement",Apartment,Resale,200.0,3.0,3.0,No,Cash,Ready,Pets Allowed|Private Garden|Security|Covered Parking,4
503205591,https://www.dubizzle.com.eg/en/ad/for-sale-174-sq-m-finished-apartment-in-fifth-square-al-marasem-compound-new-cairo-fifth-settlement-ID503205591.html,14500000.0,"Fifth Square Compound, 5th Settlement",Apartment,Resale,173.0,3.0,3.0,No,Installment,Ready,Electricity Meter|Covered Parking|Built in Kitchen Appliances|Landline|Pets Allowed|Natural Gas,6
503082810,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-140-square-meters-b10-wide-garden-view-second-floor-direct-sea-view-very-close-to-services-talaat-moustafa-area-installment-ID503082810.html,8000000.0,"Madinaty, Cairo",Apartment,Resale,140.0,3.0,2.0,No,Cash,Ready,Security|Electricity Meter|Water Meter|Balcony|Pets Allowed|Natural Gas,6
503191742,https://www.dubizzle.com.eg/en/ad/loft-for-sale-228m-in-zed-west-compound-fully-finished-acs-ready-to-move-north-facing-overlooking-the-park-ID503191742.html,10750000.0,"ZED West Compound, Sheikh Zayed",Apartment,Resale,228.0,2.0,3.0,No,Cash or Installment,Ready,Pool|Private Garden|Security|Covered Parking,4
503204676,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-fully-finished-with-acs-in-zed-west-towers-directly-on-nozha-street-sheikh-zayed-next-to-al-rabwa-prime-location-fully-serviced-ID503204676.html,7060000.0,"ZED West Compound, Sheikh Zayed",Apartment,Primary,130.0,2.0,3.0,,Cash,Ready,Private Garden|Security|Central A/C & heating|Balcony|Built in Kitchen Appliances|Covered Parking,6
502797836,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-95-sq-m-miami-el-eisawy-street-ID502797836.html,2400000.0,"Miami, Alexandria",Apartment,Resale,95.0,2.0,1.0,No,Cash,Ready,Water Meter|Natural Gas|Elevator|Electricity Meter,4
503087481,https://www.dubizzle.com.eg/en/ad/for-sale-garden-apartment-ready-to-move-in-a-prime-location-in-october-ID503087481.html,7500000.0,"Sun Capital, Hadayek October",Apartment,Resale,142.0,3.0,3.0,No,Cash,Ready,Private Garden|Security|Balcony|Covered Parking|Pets Allowed|Pool,6
503079078,https://www.dubizzle.com.eg/en/ad/great-opportunity-for-sale-on-rashdi-overlooking-sea-a-270-sqm-corner-apartment-on-3-streets-ID503079078.html,11250000.0,"Roushdy, Alexandria",Apartment,Resale,270.0,3.0,2.0,No,Cash,Ready,Security|Maids Room|Balcony|Built in Kitchen Appliances|Covered Parking|Pets Allowed,6
503206292,https://www.dubizzle.com.eg/en/ad/finished-apartment-in-dar-misr-12th-district-ID503206292.html,6000000.0,"Dar Misr, Sheikh Zayed",Apartment,Resale,130.0,3.0,2.0,No,Cash,Ready,Security|Balcony|Pets Allowed,3
207268898,https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%AA%D8%B3%D9%87%D9%8A%D9%84%D8%A7%D8%AA-%D8%B4%D9%82%D8%A9-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%A2%D9%A9%D9%A5-%D9%85%D8%AA%D8%B1-%D9%84%D9%84%D8%B5%D9%81%D9%88%D8%A9-%D9%88-%D8%A7%D9%84%D8%A7%D8%AC%D8%A7%D9%86%D8%A8-ID207268898.html,13000000.0,"Laurent, Alexandria",Apartment,Resale,295.0,4.0,4.0,No,Cash or Installment,Ready,Security|Electricity Meter|Water Meter|Balcony|Landline|Elevator,6
207272907,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%89-%D8%A7%D9%84%D9%86%D8%B2%D9%87%D8%A9-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-ID207272907.html,3400000.0,"New Nozha, Cairo",Apartment,Resale,118.0,2.0,1.0,No,Cash,Ready,Water Meter|Natural Gas|Landline|Electricity Meter,4
503207337,https://www.dubizzle.com.eg/en/ad/penthouse-for-sale-in-patio-oro-with-big-roof-area-and-outstanding-view-ID503207337.html,15500000.0,"EL Patio ORO Compound, 5th Settlement",Penthouse,Resale,270.0,4.0,4.0,No,Cash,Ready,Private Garden|Security|Maids Room|Balcony|Covered Parking|Pets Allowed,6
503054992,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-175-m-bolkly-directly-opposite-abu-qir-st-open-views-ID503054992.html,4500000.0,"Bolkly, Alexandria",Apartment,Resale,175.0,3.0,2.0,No,Cash,Ready,Water Meter|Natural Gas|Landline|Electricity Meter,4
502729539,https://www.dubizzle.com.eg/en/ad/a-very-special-apartment-overlooking-the-landscape-and-the-lake-next-to-palm-hills-and-new-giza-ID502729539.html,8000000.0,"Joulz Compound, 6th of October",Apartment,Primary,208.0,3.0,3.0,,Cash,Ready,Private Garden|Security|Electricity Meter|Covered Parking|Pets Allowed|Pool,6
503160996,https://www.dubizzle.com.eg/en/ad/for-sale-126-sqm-apartment-in-mountain-view-icity-october-phase-1-excellent-unobstructed-sea-view-maintenance-and-utilities-paid-immediate-occup-ID503160996.html,6000000.0,"Mountain View iCity Compound, 6th of October",Apartment,Resale,126.0,2.0,2.0,No,Cash or Installment,Ready,Private Garden|Security|Electricity Meter|Water Meter|Pets Allowed|Natural Gas,6
205440172,https://www.dubizzle.com.eg/en/ad/apartment-186-m-120-m-garden-in-south-lotus-fifth-settlement-ID205440172.html,8680000.0,"El Lotus, 5th Settlement",Apartment,Primary,306.0,3.0,2.0,No,Cash,Ready,Private Garden|Security|Electricity Meter|Water Meter|Balcony|Covered Parking,6
502132322,https://www.dubizzle.com.eg/en/ad/fully-finished-apartment-by-hany-saad-at-ever-west-by-cred-with-a-great-open-view-on-landscape-delivery-2026-ID502132322.html,10500000.0,"Ever west Compound, Sheikh Zayed",Apartment,Resale,188.0,3.0,3.0,No,Installment,Off-plan,Security|Electricity Meter|Maids Room|Water Meter|Balcony|Pets Allowed,6
500806057,https://www.dubizzle.com.eg/en/ad/resale-fully-finished-apartment-in-205-arkan-palm-elsheikh-zayed-ID500806057.html,20900000.0,"Arkan Palm 205, Sheikh Zayed",Apartment,Resale,138.0,2.0,3.0,No,Installment,Ready,Security|Balcony|Pets Allowed,3
503184497,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-in-miami-khalil-hamada-ultra-super-lux-finishing-ID503184497.html,4500000.0,"Miami, Alexandria",Apartment,Resale,130.0,3.0,1.0,No,Cash,Ready,Water Meter|Natural Gas|Electricity Meter,3
503178555,https://www.dubizzle.com.eg/en/ad/apartment-with-furnishings-and-appliances-3-bedrooms-street-10-in-el-agamy-al-nakheel-alexandria-%D8%B4%D9%82%D8%A9-%D8%A8%D8%A7%D9%84%D9%81%D8%B1%D8%B4-%D9%88%D8%A7%D9%84%D8%A7%D8%AC%D9%87%D8%B2%D9%873-%D9%86%D9%88%D9%85-%D8%B4%D8%A7%D8%B1%D8%B910-%D9%81%D9%89-%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9-ID503178555.html,1600000.0,"Nakheel, Alexandria",Apartment,Primary,120.0,3.0,1.0,Yes,Cash or Installment,Ready,,0
